學校代碼,學校名稱,日間∕進修別,教師學歷,一般教師(含客座及講座)-教授-男,一般教師(含客座及講座)-教授-女,一般教師(含客座及講座)-副教授-男,一般教師(含客座及講座)-副教授-女,一般教師(含客座及講座)-助理教授-男,一般教師(含客座及講座)-助理教授-女,一般教師(含客座及講座)-講師-男,一般教師(含客座及講座)-講師-女,專業技術人員及教師-教授-男,專業技術人員及教師-教授-女,專業技術人員及教師-副教授-男,專業技術人員及教師-副教授-女,專業技術人員及教師-助理教授-男,專業技術人員及教師-助理教授-女,專業技術人員及教師-講師-男,專業技術人員及教師-講師-女,專案教學人員-教授-男,專案教學人員-教授-女,專案教學人員-副教授-男,專案教學人員-副教授-女,專案教學人員-助理教授-男,專案教學人員-助理教授-女,專案教學人員-講師-男,專案教學人員-講師-女,其他教師-教官-男,其他教師-教官-女,其他教師-護理教師-男,其他教師-護理教師-女,其他教師-護理臨床指導教師-男,其他教師-護理臨床指導教師-女,其他教師-運動教練-男,其他教師-運動教練-女,其他教師-助教-男,其他教師-助教-女,縣市名稱,體系別
1012,大葉大學,進,博士,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 彰化縣,1 一般
1013,華梵大學,日,博士,16,2,22,10,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1013,華梵大學,日,碩士,1,0,1,1,5,2,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01 新北市,1 一般
1013,華梵大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1013,華梵大學,日,專科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1014,義守大學,日,博士,89,27,123,38,74,65,0,0,1,0,0,0,0,0,0,0,2,0,1,1,7,8,0,0,1,0,0,0,0,0,0,0,0,0,12 高雄市,1 一般
1014,義守大學,日,碩士,2,0,3,1,2,2,11,9,0,0,0,0,2,0,0,0,1,0,0,0,1,0,2,2,2,2,0,0,0,0,0,0,0,0,12 高雄市,1 一般
1014,義守大學,日,學士,1,0,7,0,7,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12 高雄市,1 一般
1014,義守大學,日,其他,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,1 一般
1015,世新大學,日,博士,43,24,60,54,33,30,0,1,0,0,1,0,0,0,0,0,5,0,0,0,9,4,0,1,0,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1015,世新大學,日,碩士,4,0,7,4,5,3,14,5,0,0,1,1,2,3,0,0,0,0,0,0,0,0,9,3,3,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1015,世新大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1016,銘傳大學,日,博士,61,29,120,93,85,69,0,0,0,0,0,0,0,0,0,0,13,1,1,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1016,銘傳大學,日,碩士,3,0,8,10,9,3,14,13,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,1,2,0,0,0,0,0,0,1,0,30 臺北市,1 一般
1016,銘傳大學,日,學士,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1016,銘傳大學,日,專科,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1016,銘傳大學,日,其他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1016,銘傳大學,進,博士,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1017,實踐大學,日,博士,25,12,58,30,38,32,0,0,0,0,0,0,0,0,0,0,1,0,2,1,15,25,1,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1017,實踐大學,日,碩士,5,1,13,12,18,8,4,15,0,0,0,2,4,4,0,0,1,1,1,0,1,4,8,11,4,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1017,實踐大學,日,學士,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1017,實踐大學,日,其他,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1017,實踐大學,進,學士,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1018,朝陽科技大學,日,博士,45,15,91,46,69,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,2 技職
1018,朝陽科技大學,日,碩士,3,3,5,3,12,11,11,5,0,0,0,0,9,3,0,0,0,0,0,0,1,0,5,9,6,4,0,1,0,0,0,0,0,0,06 臺中市,2 技職
1018,朝陽科技大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,06 臺中市,2 技職
1018,朝陽科技大學,日,其他,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,2 技職
1018,朝陽科技大學,進,博士,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,2 技職
1019,高雄醫學大學,日,博士,114,51,82,48,68,68,0,2,0,0,0,0,0,0,0,0,3,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,50 高雄市,1 一般
1019,高雄醫學大學,日,碩士,13,1,13,7,19,10,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,50 高雄市,1 一般
1019,高雄醫學大學,日,學士,8,1,9,1,10,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50 高雄市,1 一般
1020,南華大學,日,博士,29,4,47,24,45,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,10 嘉義縣,1 一般
1020,南華大學,日,碩士,0,0,2,2,1,3,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,10 嘉義縣,1 一般
1020,南華大學,日,學士,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 嘉義縣,1 一般
1021,真理大學,日,博士,28,2,57,41,48,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1021,真理大學,日,碩士,4,1,10,3,8,2,9,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,01 新北市,1 一般
1021,真理大學,日,學士,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,01 新北市,1 一般
1022,大同大學,日,博士,46,7,34,12,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1022,大同大學,日,碩士,3,0,3,0,2,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1023,南臺科技大學,日,博士,81,11,147,41,81,65,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1023,南臺科技大學,日,碩士,0,0,10,5,11,3,26,34,0,0,1,2,2,0,1,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1023,南臺科技大學,日,學士,0,0,1,0,2,1,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1023,南臺科技大學,日,專科,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1023,南臺科技大學,進,博士,2,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1023,南臺科技大學,進,碩士,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1023,南臺科技大學,進,學士,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1024,崑山科技大學,日,博士,47,2,86,33,44,22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1024,崑山科技大學,日,碩士,4,0,6,10,13,7,20,9,1,0,2,2,6,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1024,崑山科技大學,日,學士,0,0,4,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,11 臺南市,2 技職
1024,崑山科技大學,進,博士,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1025,嘉南藥理大學,日,博士,47,17,79,54,59,37,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1025,嘉南藥理大學,日,碩士,3,2,4,16,30,35,9,8,1,0,1,0,1,5,3,3,0,0,0,0,0,0,3,2,4,2,0,1,0,0,0,0,0,0,11 臺南市,2 技職
1025,嘉南藥理大學,日,學士,1,0,6,0,6,1,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1025,嘉南藥理大學,進,博士,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1025,嘉南藥理大學,進,碩士,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1025,嘉南藥理大學,進,學士,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1026,樹德科技大學,日,博士,22,3,48,11,51,32,0,0,0,0,0,0,0,1,0,0,0,0,3,1,14,10,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
1026,樹德科技大學,日,碩士,0,0,10,1,6,7,5,5,0,0,0,0,17,17,1,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
1026,樹德科技大學,日,學士,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12 高雄市,2 技職
1026,樹德科技大學,日,專科,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
1026,樹德科技大學,日,其他,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
1026,樹德科技大學,進,博士,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
1027,慈濟大學,日,博士,26,16,47,48,28,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,15 花蓮縣,1 一般
1027,慈濟大學,日,碩士,1,0,2,1,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,15 花蓮縣,1 一般
1028,臺北醫學大學,日,博士,104,49,100,61,98,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1028,臺北醫學大學,日,碩士,10,3,15,8,15,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1028,臺北醫學大學,日,學士,20,2,14,4,21,6,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1029,中山醫學大學,日,博士,90,39,58,47,56,46,1,1,0,0,0,0,0,0,0,0,6,0,2,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
1029,中山醫學大學,日,碩士,3,2,3,3,5,5,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,0,0,0,0,0,0,0,0,19 臺中市,1 一般
1029,中山醫學大學,日,學士,1,0,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
1030,龍華科技大學,日,博士,30,5,66,17,37,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,1,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1030,龍華科技大學,日,碩士,1,0,2,1,14,4,11,8,0,0,1,0,5,3,0,0,0,0,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1030,龍華科技大學,日,學士,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1030,龍華科技大學,日,專科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1030,龍華科技大學,進,博士,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1031,輔英科技大學,日,博士,13,4,32,35,20,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
1031,輔英科技大學,日,碩士,2,1,3,6,7,21,8,40,0,0,2,0,7,3,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,35,0,0,0,1,12 高雄市,2 技職
1031,輔英科技大學,日,學士,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,27,0,0,0,1,12 高雄市,2 技職
1031,輔英科技大學,進,碩士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12 高雄市,2 技職
1031,輔英科技大學,進,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
1032,明新科技大學,日,博士,31,4,88,33,40,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,04 新竹縣,2 技職
1032,明新科技大學,日,碩士,0,0,5,4,18,6,34,29,2,0,0,0,3,1,1,0,0,0,0,0,0,0,3,6,3,1,0,1,0,0,0,0,0,0,04 新竹縣,2 技職
1032,明新科技大學,日,學士,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,04 新竹縣,2 技職
1032,明新科技大學,進,博士,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 新竹縣,2 技職
1032,明新科技大學,進,碩士,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 新竹縣,2 技職
1032,明新科技大學,進,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,04 新竹縣,2 技職
1033,長榮大學,日,博士,30,9,54,48,51,36,0,0,1,0,0,0,0,0,0,0,3,1,0,0,24,21,0,0,0,0,0,1,0,0,0,0,0,0,11 臺南市,1 一般
1033,長榮大學,日,碩士,3,0,3,3,8,8,5,8,0,0,0,0,7,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11 臺南市,1 一般
1033,長榮大學,日,學士,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11 臺南市,1 一般
1034,弘光科技大學,日,博士,28,15,36,50,17,36,0,5,0,1,1,0,1,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,2 技職
1034,弘光科技大學,日,碩士,1,0,5,1,3,7,2,13,1,0,2,1,3,12,0,1,0,0,0,0,1,1,8,3,5,2,0,0,1,31,0,0,0,3,06 臺中市,2 技職
1034,弘光科技大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,1,06 臺中市,2 技職
1034,弘光科技大學,日,專科,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,2 技職
1034,弘光科技大學,日,其他,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,2 技職
1034,弘光科技大學,進,博士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,2 技職
1034,弘光科技大學,進,碩士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06 臺中市,2 技職
1035,中國醫藥大學,日,博士,105,39,82,65,71,30,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
1035,中國醫藥大學,日,碩士,8,1,19,3,5,8,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,19 臺中市,1 一般
1035,中國醫藥大學,日,學士,20,1,9,0,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
1036,健行科技大學,日,博士,26,2,76,20,40,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1036,健行科技大學,日,碩士,0,0,5,0,10,2,18,12,1,0,1,0,2,4,0,1,0,0,0,0,1,0,2,6,6,1,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1036,健行科技大學,日,學士,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1036,健行科技大學,日,專科,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1036,健行科技大學,日,其他,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1036,健行科技大學,進,博士,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1036,健行科技大學,進,碩士,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1036,健行科技大學,進,學士,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1037,正修科技大學,日,博士,48,6,86,33,39,24,1,0,3,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
1037,正修科技大學,日,碩士,9,0,13,5,20,11,30,23,3,2,4,2,9,5,1,0,0,0,0,0,1,0,0,1,5,2,0,1,0,0,0,0,0,0,12 高雄市,2 技職
1037,正修科技大學,日,學士,2,0,3,2,0,1,1,0,0,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,12 高雄市,2 技職
1037,正修科技大學,日,專科,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
1037,正修科技大學,進,博士,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
1037,正修科技大學,進,碩士,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
1038,萬能科技大學,日,博士,14,2,44,16,28,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1038,萬能科技大學,日,碩士,0,1,5,3,14,3,24,17,0,0,0,1,5,10,3,2,0,0,0,1,2,0,5,3,0,0,0,2,0,0,0,0,0,0,03 桃園市,2 技職
1038,萬能科技大學,日,學士,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1038,萬能科技大學,日,專科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1038,萬能科技大學,日,其他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1038,萬能科技大學,進,博士,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1038,萬能科技大學,進,碩士,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1039,玄奘大學,日,博士,6,2,12,9,15,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
1039,玄奘大學,日,碩士,0,0,1,1,4,2,7,8,0,0,2,0,5,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
1039,玄奘大學,日,學士,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
1039,玄奘大學,日,其他,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
1040,建國科技大學,日,博士,16,4,69,21,36,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,07 彰化縣,2 技職
1040,建國科技大學,日,碩士,2,0,5,0,11,8,17,18,0,0,1,0,2,3,0,0,0,0,0,0,0,0,2,1,3,1,0,1,0,0,0,0,0,0,07 彰化縣,2 技職
1040,建國科技大學,日,學士,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 彰化縣,2 技職
1040,建國科技大學,進,碩士,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 彰化縣,2 技職
1041,明志科技大學,日,博士,32,4,60,10,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1041,明志科技大學,日,碩士,1,0,2,0,4,1,15,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,01 新北市,2 技職
1041,明志科技大學,日,學士,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1041,明志科技大學,日,專科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1041,明志科技大學,進,博士,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1042,高苑科技大學,日,博士,21,0,59,18,42,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
1042,高苑科技大學,日,碩士,3,0,10,3,13,3,20,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
1042,高苑科技大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
1042,高苑科技大學,進,博士,1,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
1042,高苑科技大學,進,碩士,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
1043,大仁科技大學,日,博士,17,2,38,22,9,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
1043,大仁科技大學,日,碩士,1,0,8,5,5,5,14,20,0,0,3,0,3,2,0,1,0,0,0,0,1,0,2,5,1,0,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
