學校代碼,學校名稱,日間∕進修別,教師學歷,一般教師(含客座及講座)-教授-男,一般教師(含客座及講座)-教授-女,一般教師(含客座及講座)-副教授-男,一般教師(含客座及講座)-副教授-女,一般教師(含客座及講座)-助理教授-男,一般教師(含客座及講座)-助理教授-女,一般教師(含客座及講座)-講師-男,一般教師(含客座及講座)-講師-女,專業技術人員及教師-教授-男,專業技術人員及教師-教授-女,專業技術人員及教師-副教授-男,專業技術人員及教師-副教授-女,專業技術人員及教師-助理教授-男,專業技術人員及教師-助理教授-女,專業技術人員及教師-講師-男,專業技術人員及教師-講師-女,專案教學人員-教授-男,專案教學人員-教授-女,專案教學人員-副教授-男,專案教學人員-副教授-女,專案教學人員-助理教授-男,專案教學人員-助理教授-女,專案教學人員-講師-男,專案教學人員-講師-女,其他教師-教官-男,其他教師-教官-女,其他教師-護理教師-男,其他教師-護理教師-女,其他教師-護理臨床指導教師-男,其他教師-護理臨床指導教師-女,其他教師-運動教練-男,其他教師-運動教練-女,其他教師-助教-男,其他教師-助教-女,縣市名稱,體系別
1043,大仁科技大學,日,學士,1,0,2,1,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
1043,大仁科技大學,日,專科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
1043,大仁科技大學,進,博士,1,1,5,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
1043,大仁科技大學,進,碩士,0,0,3,0,1,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
1044,聖約翰科技大學,日,博士,20,0,53,12,22,15,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1044,聖約翰科技大學,日,碩士,0,0,4,0,7,3,16,7,0,0,2,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,01 新北市,2 技職
1044,聖約翰科技大學,日,學士,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1045,嶺東科技大學,日,博士,13,5,48,41,32,18,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
1045,嶺東科技大學,日,碩士,2,0,6,5,16,12,15,17,0,0,0,3,3,5,0,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,19 臺中市,2 技職
1045,嶺東科技大學,日,學士,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
1045,嶺東科技大學,日,專科,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
1045,嶺東科技大學,日,其他,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
1045,嶺東科技大學,進,博士,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
1045,嶺東科技大學,進,碩士,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19 臺中市,2 技職
1046,中國科技大學,日,博士,9,0,38,23,58,24,2,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
1046,中國科技大學,日,碩士,2,1,5,3,22,4,36,21,0,0,3,1,13,5,0,0,0,0,0,1,0,0,1,0,2,2,0,1,0,0,0,0,0,0,30 臺北市,2 技職
1046,中國科技大學,日,學士,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
1046,中國科技大學,進,博士,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
1047,中臺科技大學,日,博士,20,12,41,33,29,36,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
1047,中臺科技大學,日,碩士,2,1,7,2,4,4,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,12,0,0,0,0,19 臺中市,2 技職
1047,中臺科技大學,日,學士,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,19 臺中市,2 技職
1047,中臺科技大學,日,其他,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
1047,中臺科技大學,進,博士,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
1047,中臺科技大學,進,碩士,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,19 臺中市,2 技職
1048,亞洲大學,日,博士,56,18,67,30,46,51,1,0,5,2,2,0,0,0,0,0,4,1,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
1048,亞洲大學,日,碩士,6,0,6,4,5,8,7,3,3,0,0,1,4,3,0,0,0,0,1,0,5,1,6,11,1,2,0,0,0,0,0,0,0,0,06 臺中市,1 一般
1048,亞洲大學,日,學士,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
1048,亞洲大學,進,博士,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
1048,亞洲大學,進,碩士,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
1049,開南大學,日,博士,17,10,57,25,56,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1049,開南大學,日,碩士,0,0,6,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1049,開南大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1049,開南大學,日,專科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1049,開南大學,日,其他,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1049,開南大學,進,博士,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1050,佛光大學,日,博士,16,9,43,19,29,22,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
1050,佛光大學,日,碩士,2,0,1,1,2,1,1,0,1,0,4,0,3,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
1050,佛光大學,日,學士,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
1050,佛光大學,日,專科,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
1051,台南應用科技大學,日,博士,10,6,29,30,18,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1051,台南應用科技大學,日,碩士,8,3,14,20,17,26,17,32,1,0,3,1,11,10,0,0,0,0,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1051,台南應用科技大學,日,學士,0,0,3,3,1,3,1,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1051,台南應用科技大學,日,專科,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1051,台南應用科技大學,日,其他,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1051,台南應用科技大學,進,博士,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1052,遠東科技大學,日,博士,28,1,42,11,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1052,遠東科技大學,日,碩士,0,0,8,4,27,5,10,10,0,0,0,1,3,5,1,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,11 臺南市,2 技職
1052,遠東科技大學,日,學士,0,0,1,0,2,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1052,遠東科技大學,日,專科,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1052,遠東科技大學,日,其他,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1052,遠東科技大學,進,博士,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1052,遠東科技大學,進,碩士,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1053,元培醫事科技大學,日,博士,16,6,30,21,35,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,2 技職
1053,元培醫事科技大學,日,碩士,0,0,3,1,2,2,14,11,0,0,1,0,3,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,18 新竹市,2 技職
1053,元培醫事科技大學,日,學士,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,18 新竹市,2 技職
1053,元培醫事科技大學,日,專科,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,2 技職
1054,景文科技大學,日,博士,9,4,27,23,23,16,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1054,景文科技大學,日,碩士,0,0,7,6,8,5,17,24,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,01 新北市,2 技職
1054,景文科技大學,日,學士,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1054,景文科技大學,日,專科,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1054,景文科技大學,日,其他,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1054,景文科技大學,進,博士,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1055,中華醫事科技大學,日,博士,13,6,29,49,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1055,中華醫事科技大學,日,碩士,2,0,3,5,20,14,11,26,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,5,0,0,0,0,11 臺南市,2 技職
1055,中華醫事科技大學,日,學士,1,0,2,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,0,0,0,0,11 臺南市,2 技職
1055,中華醫事科技大學,日,專科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1055,中華醫事科技大學,日,其他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1055,中華醫事科技大學,進,博士,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1055,中華醫事科技大學,進,碩士,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11 臺南市,2 技職
1055,中華醫事科技大學,進,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11 臺南市,2 技職
1056,東南科技大學,日,博士,14,1,46,12,26,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1056,東南科技大學,日,碩士,1,0,5,2,4,4,18,13,0,0,0,0,11,2,1,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,01 新北市,2 技職
1056,東南科技大學,日,學士,1,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1056,東南科技大學,日,專科,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1056,東南科技大學,日,其他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1057,德明財經科技大學,日,博士,7,4,42,24,22,26,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,7,2,1,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
1057,德明財經科技大學,日,碩士,0,1,5,5,12,11,9,25,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
1058,明道大學,日,博士,11,0,12,6,28,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,8,0,0,0,0,0,0,0,0,0,0,0,0,07 彰化縣,1 一般
1058,明道大學,日,碩士,1,0,0,0,1,2,0,1,0,0,2,0,4,4,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,07 彰化縣,1 一般
1058,明道大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,07 彰化縣,1 一般
1058,明道大學,進,博士,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,07 彰化縣,1 一般
1058,明道大學,進,碩士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,07 彰化縣,1 一般
1060,南開科技大學,日,博士,21,1,44,15,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,08 南投縣,2 技職
1060,南開科技大學,日,碩士,3,0,9,1,10,8,16,4,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,08 南投縣,2 技職
1060,南開科技大學,日,學士,0,0,2,0,0,1,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,08 南投縣,2 技職
1060,南開科技大學,進,博士,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 南投縣,2 技職
1061,中華科技大學,日,博士,11,0,46,11,35,17,2,2,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
1061,中華科技大學,日,碩士,1,0,2,0,2,5,35,15,1,0,0,0,2,1,3,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
1061,中華科技大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
1061,中華科技大學,進,博士,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
1061,中華科技大學,進,碩士,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
1061,中華科技大學,進,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30 臺北市,2 技職
1062,僑光科技大學,日,博士,9,2,43,24,27,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
1062,僑光科技大學,日,碩士,0,0,5,1,5,6,18,21,0,0,1,0,11,4,1,0,0,0,0,0,0,0,6,8,2,3,0,1,0,0,0,0,0,0,19 臺中市,2 技職
1062,僑光科技大學,日,學士,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
1062,僑光科技大學,日,專科,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
1062,僑光科技大學,日,其他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
1062,僑光科技大學,進,博士,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
1062,僑光科技大學,進,碩士,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
1063,育達科技大學,日,博士,6,1,6,10,17,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職
1063,育達科技大學,日,碩士,0,0,1,1,5,3,8,7,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,5,1,1,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職
1063,育達科技大學,日,學士,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職
1063,育達科技大學,日,專科,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職
1063,育達科技大學,日,其他,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職
1063,育達科技大學,進,博士,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職
1064,美和科技大學,日,博士,5,1,28,17,21,28,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
1064,美和科技大學,日,碩士,2,0,6,3,4,11,11,22,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,40,0,0,0,0,13 屏東縣,2 技職
1064,美和科技大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,13 屏東縣,2 技職
1065,吳鳳科技大學,日,博士,8,0,42,6,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,10 嘉義縣,2 技職
1065,吳鳳科技大學,日,碩士,0,0,6,0,5,0,13,14,0,0,0,0,2,3,0,1,0,0,0,0,0,0,3,5,2,2,0,0,0,0,0,0,0,0,10 嘉義縣,2 技職
1065,吳鳳科技大學,日,學士,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 嘉義縣,2 技職
1065,吳鳳科技大學,日,專科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 嘉義縣,2 技職
1065,吳鳳科技大學,日,其他,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 嘉義縣,2 技職
1065,吳鳳科技大學,進,碩士,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 嘉義縣,2 技職
1066,環球科技大學,日,博士,6,3,16,8,30,20,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
1066,環球科技大學,日,碩士,1,0,5,2,7,9,13,13,2,0,1,0,5,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
1066,環球科技大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
1066,環球科技大學,日,專科,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
1066,環球科技大學,日,其他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
1066,環球科技大學,進,博士,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
1066,環球科技大學,進,碩士,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
1067,台灣首府大學,日,博士,1,0,15,0,35,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,1 一般
1067,台灣首府大學,日,碩士,0,0,1,0,1,1,2,2,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,11 臺南市,1 一般
1067,台灣首府大學,日,學士,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11 臺南市,1 一般
1067,台灣首府大學,日,其他,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,1 一般
1068,中州科技大學,日,博士,4,0,24,6,23,12,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,07 彰化縣,2 技職
1068,中州科技大學,日,碩士,0,0,1,2,0,3,4,11,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,07 彰化縣,2 技職
1068,中州科技大學,日,學士,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 彰化縣,2 技職
1068,中州科技大學,進,博士,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,07 彰化縣,2 技職
1068,中州科技大學,進,碩士,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,07 彰化縣,2 技職
1069,修平科技大學,日,博士,20,0,44,5,34,20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,2 技職
1069,修平科技大學,日,碩士,0,0,3,4,10,2,17,9,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,06 臺中市,2 技職
1069,修平科技大學,日,學士,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,06 臺中市,2 技職
1069,修平科技大學,進,博士,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,2 技職
1070,長庚科技大學,日,博士,12,10,21,59,7,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1070,長庚科技大學,日,碩士,0,0,3,0,2,10,9,47,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,52,0,0,0,13,03 桃園市,2 技職
1070,長庚科技大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,4,03 桃園市,2 技職
1070,長庚科技大學,進,博士,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1071,臺北城市科技大學,日,博士,6,0,57,16,27,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
