學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),僑生男,僑生女,港澳生男,港澳生女
106,公立,一般大學,1,國立政治大學,1111001,教育學系,學士班(日間),2,17,3,2
106,公立,一般大學,1,國立政治大學,1111001,教育學系,碩士班(日間),2,1,0,0
106,公立,一般大學,1,國立政治大學,1114005,教育行政與政策研究所,碩士班(日間),1,0,0,1
106,公立,一般大學,1,國立政治大學,1131002,華語文教學博士學位學程,博士班,0,1,0,0
106,公立,一般大學,1,國立政治大學,1131002,華語文教學碩士學位學程,碩士班(日間),0,2,0,1
106,公立,一般大學,1,國立政治大學,2211019,宗教研究所,碩士班(日間),0,0,0,1
106,公立,一般大學,1,國立政治大學,2211019,宗教研究所,博士班,0,2,0,0
106,公立,一般大學,1,國立政治大學,2221020,歷史學系,學士班(日間),1,1,6,2
106,公立,一般大學,1,國立政治大學,2221020,歷史學系,碩士班(日間),0,1,4,1
106,公立,一般大學,1,國立政治大學,2221020,歷史學系,博士班,0,0,2,0
106,公立,一般大學,1,國立政治大學,2222031,民族學系,學士班(日間),0,1,2,0
106,公立,一般大學,1,國立政治大學,2231022,哲學系,學士班(日間),5,2,7,2
106,公立,一般大學,1,國立政治大學,2231022,哲學系,碩士班(日間),1,0,2,1
106,公立,一般大學,1,國立政治大學,2311009,英國語文學系,學士班(日間),2,3,3,4
106,公立,一般大學,1,國立政治大學,2311009,英國語文學系,碩士班(日間),0,1,0,0
106,公立,一般大學,1,國立政治大學,2311011,日本語文學系,學士班(日間),1,7,0,4
106,公立,一般大學,1,國立政治大學,2311011,日本語文學系,碩士班(日間),0,1,1,0
106,公立,一般大學,1,國立政治大學,2311012,阿拉伯語文學系,學士班(日間),1,1,1,0
106,公立,一般大學,1,國立政治大學,2311014,韓國語文學系,學士班(日間),0,7,0,4
106,公立,一般大學,1,國立政治大學,2311015,土耳其語文學系,學士班(日間),2,5,0,1
106,公立,一般大學,1,國立政治大學,2311016,歐洲語文學系,學士班(日間),2,7,2,3
106,公立,一般大學,1,國立政治大學,2311017,斯拉夫語文學系,學士班(日間),1,1,0,3
106,公立,一般大學,1,國立政治大學,2321007,台灣文學研究所,碩士班(日間),0,0,0,1
106,公立,一般大學,1,國立政治大學,2322008,中國文學系,學士班(日間),3,8,7,6
106,公立,一般大學,1,國立政治大學,2322008,中國文學系,碩士班(日間),3,0,5,3
106,公立,一般大學,1,國立政治大學,2322008,中國文學系,博士班,2,1,0,0
106,公立,一般大學,1,國立政治大學,3111024,經濟學系,學士班(日間),5,6,3,1
106,公立,一般大學,1,國立政治大學,3121026,政治學系,學士班(日間),1,0,7,2
106,公立,一般大學,1,國立政治大學,3121026,政治學系,碩士班(日間),1,0,1,1
106,公立,一般大學,1,國立政治大學,3122045,外交學系,學士班(日間),3,13,1,0
106,公立,一般大學,1,國立政治大學,3122045,外交學系,碩士班(日間),0,0,1,0
106,公立,一般大學,1,國立政治大學,3122046,國際研究英語碩士學位學程,碩士班(日間),1,0,0,0
106,公立,一般大學,1,國立政治大學,3131032,心理學系,學士班(日間),2,7,1,3
106,公立,一般大學,1,國立政治大學,3131032,心理學系,碩士班(日間),2,1,2,1
106,公立,一般大學,1,國立政治大學,3131033,輔導與諮商碩士學位學程,碩士班(日間),0,0,1,0
106,公立,一般大學,1,國立政治大學,3141030,社會學系,學士班(日間),2,3,4,0
106,公立,一般大學,1,國立政治大學,3141030,社會學系,碩士班(日間),1,1,3,0
106,公立,一般大學,1,國立政治大學,3143028,東亞研究所,碩士班(日間),1,0,4,0
106,公立,一般大學,1,國立政治大學,3143038,俄羅斯研究所,碩士班(日間),1,0,1,0
106,公立,一般大學,1,國立政治大學,3143040,亞太研究英語碩士學位學程,碩士班(日間),0,0,0,1
106,公立,一般大學,1,國立政治大學,3191047,國家發展研究所,碩士班(日間),0,0,1,0
106,公立,一般大學,1,國立政治大學,3199048,勞工研究所,碩士班(日間),0,0,1,0
106,公立,一般大學,1,國立政治大學,3211049,傳播學院傳播碩士學位學程,碩士班(日間),0,3,2,3
106,公立,一般大學,1,國立政治大學,3211049,傳播學院傳播學士學位學程,學士班(日間),1,3,0,0
106,公立,一般大學,1,國立政治大學,3211050,國際傳播英語碩士學位學程,碩士班(日間),0,0,0,3
106,公立,一般大學,1,國立政治大學,3211052,廣播電視學系,學士班(日間),0,12,3,2
106,公立,一般大學,1,國立政治大學,3212051,新聞學系,學士班(日間),2,5,1,1
106,公立,一般大學,1,國立政治大學,3222054,圖書資訊與檔案學研究所,碩士班(日間),0,1,0,0
106,公立,一般大學,1,國立政治大學,3299056,傳播學院大一大二不分系,學士班(日間),3,23,7,12
106,公立,一般大學,1,國立政治大學,4111059,會計學系,學士班(日間),1,6,4,2
106,公立,一般大學,1,國立政治大學,4111059,會計學系,碩士班(日間),0,1,1,1
106,公立,一般大學,1,國立政治大學,4121065,財務管理學系,學士班(日間),4,6,0,0
106,公立,一般大學,1,國立政治大學,4121065,財務管理學系,碩士班(日間),1,0,0,1
106,公立,一般大學,1,國立政治大學,4121068,金融學系,學士班(日間),3,5,1,2
106,公立,一般大學,1,國立政治大學,4121068,金融學系,碩士班(日間),1,0,0,0
106,公立,一般大學,1,國立政治大學,4122070,財政學系,學士班(日間),6,6,2,2
106,公立,一般大學,1,國立政治大學,4123069,風險管理與保險學系,學士班(日間),3,3,2,0
106,公立,一般大學,1,國立政治大學,4123069,風險管理與保險學系,碩士班(日間),1,2,0,0
106,公立,一般大學,1,國立政治大學,4123069,風險管理與保險學系,博士班,0,1,0,0
106,公立,一般大學,1,國立政治大學,4131060,企業管理研究所(MBA學位學程),碩士班(日間),6,11,2,4
106,公立,一般大學,1,國立政治大學,4131060,企業管理學系,學士班(日間),6,16,6,0
106,公立,一般大學,1,國立政治大學,4131064,國際經營管理英語碩士學位學程,碩士班(日間),1,0,0,0
106,公立,一般大學,1,國立政治大學,4134041,公共行政學系,學士班(日間),2,5,2,3
106,公立,一般大學,1,國立政治大學,4134043,地政學系,學士班(日間),5,2,8,2
106,公立,一般大學,1,國立政治大學,4134043,地政學系,碩士班(日間),1,0,0,0
106,公立,一般大學,1,國立政治大學,4141067,國際經營與貿易學系,學士班(日間),6,15,3,1
106,公立,一般大學,1,國立政治大學,4141067,國際經營與貿易學系,碩士班(日間),0,1,1,0
106,公立,一般大學,1,國立政治大學,4143055,廣告學系,學士班(日間),2,10,0,5
106,公立,一般大學,1,國立政治大學,4199072,科技管理與智慧財產研究所,碩士班(日間),0,1,1,1
106,公立,一般大學,1,國立政治大學,4211073,法律學系,學士班(日間),4,10,0,1
106,公立,一般大學,1,國立政治大學,4211073,法律學系,碩士班(日間),2,0,5,0
106,公立,一般大學,1,國立政治大學,4212074,法律科際整合研究所,碩士班(日間),2,0,0,0
106,公立,一般大學,1,國立政治大學,5411078,應用數學系,學士班(日間),2,0,0,0
106,公立,一般大學,1,國立政治大學,5421079,統計學系,學士班(日間),2,2,5,2
106,公立,一般大學,1,國立政治大學,5421079,統計學系,碩士班(日間),1,1,1,0
106,公立,一般大學,1,國立政治大學,6131080,資訊管理學系,學士班(日間),7,3,1,1
106,公立,一般大學,1,國立政治大學,6131080,資訊管理學系,碩士班(日間),0,0,1,0
106,公立,一般大學,1,國立政治大學,6131081,資訊科學系,學士班(日間),3,1,3,1
106,公立,一般大學,1,國立政治大學,6134057,數位內容碩士學位學程,碩士班(日間),1,0,0,0
106,公立,一般大學,1,國立政治大學,9231084,社會工作研究所,碩士班(日間),0,0,1,0
106,公立,一般大學,2,國立清華大學,1111084,教育與學習科技學系,學士班(日間),2,11,2,3
106,公立,一般大學,2,國立清華大學,1111084,教育與學習科技學系,碩士班(日間),0,0,0,1
106,公立,一般大學,2,國立清華大學,1113095,特殊教育學系,學士班(日間),1,6,4,16
106,公立,一般大學,2,國立清華大學,1121091,幼兒教育學系,學士班(日間),0,5,1,9
106,公立,一般大學,2,國立清華大學,1121091,幼兒教育學系,碩士班(日間),0,1,0,0
106,公立,一般大學,2,國立清華大學,1131105,英語教學系,學士班(日間),2,5,0,2
106,公立,一般大學,2,國立清華大學,1141090,體育學系,學士班(日間),2,0,10,3
106,公立,一般大學,2,國立清華大學,1141090,體育學系,碩士班(日間),0,0,1,0
106,公立,一般大學,2,國立清華大學,2131098,藝術與設計學系,學士班(日間),3,2,2,8
106,公立,一般大學,2,國立清華大學,2151096,音樂學系,學士班(日間),0,2,3,2
106,公立,一般大學,2,國立清華大學,2221006,歷史研究所,碩士班(日間),0,0,2,0
106,公立,一般大學,2,國立清華大學,2221006,歷史研究所,博士班,0,0,1,0
106,公立,一般大學,2,國立清華大學,2222007,人類學研究所,碩士班(日間),1,1,0,0
106,公立,一般大學,2,國立清華大學,2222007,人類學研究所,博士班,0,1,0,0
106,公立,一般大學,2,國立清華大學,2299010,人文社會學院學士班,學士班(日間),1,6,2,2
106,公立,一般大學,2,國立清華大學,2311002,外國語文學系,學士班(日間),0,5,0,5
106,公立,一般大學,2,國立清華大學,2311002,外國語文學系,碩士班(日間),0,2,0,1
106,公立,一般大學,2,國立清華大學,2321001,台灣文學研究所,碩士班(日間),0,0,1,0
106,公立,一般大學,2,國立清華大學,2321001,台灣文學研究所,博士班,0,0,0,1
106,公立,一般大學,2,國立清華大學,2322003,中國文學系,學士班(日間),1,7,2,4
106,公立,一般大學,2,國立清華大學,2322003,中國文學系,碩士班(日間),0,1,2,2
106,公立,一般大學,2,國立清華大學,2322003,中國文學系,博士班,1,0,1,0
106,公立,一般大學,2,國立清華大學,2322109,中國語文學系,學士班(日間),1,2,1,2
106,公立,一般大學,2,國立清華大學,2399005,語言學研究所,碩士班(日間),0,1,0,1
106,公立,一般大學,2,國立清華大學,2399005,語言學研究所,博士班,0,0,0,1
106,公立,一般大學,2,國立清華大學,3111011,經濟學系,學士班(日間),5,3,2,3
106,公立,一般大學,2,國立清華大學,3131077,教育心理與諮商學系,學士班(日間),0,3,2,0
106,公立,一般大學,2,國立清華大學,3131077,教育心理與諮商學系,碩士班(日間),1,0,1,0
106,公立,一般大學,2,國立清華大學,3141012,社會學研究所,碩士班(日間),0,0,2,0
106,公立,一般大學,2,國立清華大學,4121020,計量財務金融學系,學士班(日間),1,1,1,0
106,公立,一般大學,2,國立清華大學,4131018,國際專業管理碩士班,碩士班(日間),0,0,0,1
106,公立,一般大學,2,國立清華大學,4199017,科技管理研究所,碩士班(日間),1,0,1,0
106,公立,一般大學,2,國立清華大學,4199022,服務科學研究所,碩士班(日間),1,0,1,0
106,公立,一般大學,2,國立清華大學,4199023,科技管理學院學士班,學士班(日間),1,1,1,0
106,公立,一般大學,2,國立清華大學,5111106,應用科學系,學士班(日間),3,0,1,0
106,公立,一般大學,2,國立清華大學,5121025,生命科學系,學士班(日間),2,1,2,0
106,公立,一般大學,2,國立清華大學,5121029,生技產業博士學位學程,博士班,1,0,0,0
106,公立,一般大學,2,國立清華大學,5121030,生物資訊與結構生物研究所,碩士班(日間),1,0,0,0
106,公立,一般大學,2,國立清華大學,5124072,分子醫學研究所,碩士班(日間),0,0,1,0
106,公立,一般大學,2,國立清華大學,5199032,生命科學院學士班,學士班(日間),3,2,1,0
106,公立,一般大學,2,國立清華大學,5211102,環境與文化資源學系,學士班(日間),3,1,3,2
106,公立,一般大學,2,國立清華大學,5211102,環境與文化資源學系,碩士班(日間),0,1,0,0
106,公立,一般大學,2,國立清華大學,5311037,化學系,學士班(日間),8,5,7,0
106,公立,一般大學,2,國立清華大學,5311037,化學系,碩士班(日間),1,1,1,0
106,公立,一般大學,2,國立清華大學,5331038,物理學系,學士班(日間),6,1,11,1
106,公立,一般大學,2,國立清華大學,5331038,物理學系,碩士班(日間),1,0,1,0
106,公立,一般大學,2,國立清華大學,5331038,物理學系,博士班,2,0,1,0
106,公立,一般大學,2,國立清華大學,5332039,天文研究所,碩士班(日間),0,0,0,1
106,公立,一般大學,2,國立清華大學,5411043,數學系,學士班(日間),2,2,8,3
106,公立,一般大學,2,國立清華大學,5411043,數學系,碩士班(日間),1,0,1,0
106,公立,一般大學,2,國立清華大學,5421044,統計學研究所,碩士班(日間),1,0,0,0
106,公立,一般大學,2,國立清華大學,6131053,資訊工程學系,學士班(日間),5,3,7,1
106,公立,一般大學,2,國立清華大學,6131053,資訊工程學系,碩士班(日間),2,1,2,1
106,公立,一般大學,2,國立清華大學,7111057,化學工程學系,學士班(日間),4,2,2,1
106,公立,一般大學,2,國立清華大學,7111057,化學工程學系,碩士班(日間),1,1,0,0
106,公立,一般大學,2,國立清華大學,7111057,化學工程學系,博士班,0,1,1,0
106,公立,一般大學,2,國立清華大學,7112058,材料科學工程學系,學士班(日間),4,1,2,0
106,公立,一般大學,2,國立清華大學,7112058,材料科學工程學系,碩士班(日間),0,0,1,0
106,公立,一般大學,2,國立清華大學,7132066,工程與系統科學系,學士班(日間),4,0,3,1
106,公立,一般大學,2,國立清華大學,7132066,工程與系統科學系,碩士班(日間),1,0,0,0
106,公立,一般大學,2,國立清華大學,7141049,電機工程學系,學士班(日間),3,0,1,0
106,公立,一般大學,2,國立清華大學,7141052,光電工程研究所,碩士班(日間),1,0,0,0
106,公立,一般大學,2,國立清華大學,7141054,通訊工程研究所,碩士班(日間),1,0,0,0
106,公立,一般大學,2,國立清華大學,7141055,電機資訊學院學士班,學士班(日間),1,0,0,0
106,公立,一般大學,2,國立清華大學,7151056,動力機械工程學系,學士班(日間),17,0,5,1
106,公立,一般大學,2,國立清華大學,7151056,動力機械工程學系,碩士班(日間),4,1,2,0
106,公立,一般大學,2,國立清華大學,7151056,動力機械工程學系,博士班,1,0,0,0
106,公立,一般大學,2,國立清華大學,7191061,工業工程與工程管理學系,學士班(日間),6,7,1,1
106,公立,一般大學,2,國立清華大學,7191061,工業工程與工程管理學系,碩士班(日間),4,0,1,0
106,公立,一般大學,2,國立清華大學,7193063,生醫工程與環境科學系,學士班(日間),1,2,5,3
106,公立,一般大學,2,國立清華大學,7194069,原子科學院學士班,學士班(日間),0,1,0,0
106,公立,一般大學,2,國立清華大學,9121073,醫學科學系,學士班(日間),1,4,2,0
106,公立,一般大學,2,國立清華大學,99999075,清華學院學士班,學士班(日間),7,7,1,2
106,公立,一般大學,3,國立臺灣大學,1131001,華語教學碩士學位學程,碩士班(日間),0,2,0,1
106,公立,一般大學,3,國立臺灣大學,2151002,音樂學研究所,碩士班(日間),1,0,0,0
106,公立,一般大學,3,國立臺灣大學,2151002,音樂學研究所,博士班,0,0,1,0
106,公立,一般大學,3,國立臺灣大學,2152003,戲劇學系,學士班(日間),1,2,1,5
106,公立,一般大學,3,國立臺灣大學,2152003,戲劇學系,碩士班(日間),0,0,0,3
106,公立,一般大學,3,國立臺灣大學,2191004,藝術史研究所,碩士班(日間),1,0,0,0
106,公立,一般大學,3,國立臺灣大學,2221012,歷史學系,學士班(日間),4,7,4,4
106,公立,一般大學,3,國立臺灣大學,2221012,歷史學系,碩士班(日間),1,3,2,1
106,公立,一般大學,3,國立臺灣大學,2221012,歷史學系,博士班,1,0,0,0
106,公立,一般大學,3,國立臺灣大學,2222013,人類學系,學士班(日間),3,4,3,4
106,公立,一般大學,3,國立臺灣大學,2222013,人類學系,碩士班(日間),0,1,1,0
106,公立,一般大學,3,國立臺灣大學,2231014,哲學系,學士班(日間),5,4,3,3
106,公立,一般大學,3,國立臺灣大學,2231014,哲學系,碩士班(日間),1,1,0,0
106,公立,一般大學,3,國立臺灣大學,2311007,外國語文學系,學士班(日間),4,14,5,9
106,公立,一般大學,3,國立臺灣大學,2311007,外國語文學系,碩士班(日間),0,2,0,1
106,公立,一般大學,3,國立臺灣大學,2311009,日本語文學系,學士班(日間),0,6,1,4
106,公立,一般大學,3,國立臺灣大學,2311009,日本語文學系,碩士班(日間),1,0,0,0
106,公立,一般大學,3,國立臺灣大學,2312010,翻譯碩士學位學程,碩士班(日間),1,1,0,0
106,公立,一般大學,3,國立臺灣大學,2321005,臺灣文學研究所,碩士班(日間),0,1,0,1
106,公立,一般大學,3,國立臺灣大學,2322006,中國文學系,學士班(日間),5,9,7,6
106,公立,一般大學,3,國立臺灣大學,2322006,中國文學系,碩士班(日間),1,0,0,0
106,公立,一般大學,3,國立臺灣大學,2322006,中國文學系,博士班,0,1,1,0
106,公立,一般大學,3,國立臺灣大學,2399011,語言學研究所,博士班,0,0,1,0
106,公立,一般大學,3,國立臺灣大學,3111015,經濟學系,學士班(日間),4,7,1,1
106,公立,一般大學,3,國立臺灣大學,3111015,經濟學系,碩士班(日間),1,0,1,0
106,公立,一般大學,3,國立臺灣大學,3121016,政治學系,學士班(日間),9,10,9,6
106,公立,一般大學,3,國立臺灣大學,3121016,政治學系,碩士班(日間),0,2,1,0
106,公立,一般大學,3,國立臺灣大學,3121016,政治學系,博士班,0,1,1,0
106,公立,一般大學,3,國立臺灣大學,3131019,心理學系,學士班(日間),4,10,4,2
106,公立,一般大學,3,國立臺灣大學,3131019,心理學系,碩士班(日間),0,1,1,1
106,公立,一般大學,3,國立臺灣大學,3131019,心理學系,博士班,0,0,0,1
106,公立,一般大學,3,國立臺灣大學,3141018,社會學系,學士班(日間),3,1,4,2
106,公立,一般大學,3,國立臺灣大學,3141018,社會學系,碩士班(日間),0,0,1,0
106,公立,一般大學,3,國立臺灣大學,3141018,社會學系,博士班,0,0,1,0
106,公立,一般大學,3,國立臺灣大學,3142021,地理環境資源學系,學士班(日間),2,2,3,2
106,公立,一般大學,3,國立臺灣大學,3142021,地理環境資源學系,碩士班(日間),0,0,2,0
106,公立,一般大學,3,國立臺灣大學,3142021,地理環境資源學系,博士班,1,0,0,0
106,公立,一般大學,3,國立臺灣大學,3191023,國家發展研究所,碩士班(日間),1,1,0,0
106,公立,一般大學,3,國立臺灣大學,3191023,國家發展研究所,博士班,1,0,0,0
106,公立,一般大學,3,國立臺灣大學,3212024,新聞研究所,碩士班(日間),0,1,0,0
106,公立,一般大學,3,國立臺灣大學,3222025,圖書資訊學系,學士班(日間),4,9,2,1
106,公立,一般大學,3,國立臺灣大學,3222025,圖書資訊學系,碩士班(日間),0,0,0,1
106,公立,一般大學,3,國立臺灣大學,4111027,會計學系,學士班(日間),4,10,1,0
106,公立,一般大學,3,國立臺灣大學,4111027,會計學系,碩士班(日間),0,1,0,1
106,公立,一般大學,3,國立臺灣大學,4121032,財務金融學系,學士班(日間),8,9,0,1
106,公立,一般大學,3,國立臺灣大學,4121032,財務金融學系,碩士班(日間),0,0,2,0
106,公立,一般大學,3,國立臺灣大學,4131026,商學研究所,碩士班(日間),1,2,0,1
106,公立,一般大學,3,國立臺灣大學,4131026,商學研究所,博士班,0,1,0,0
106,公立,一般大學,3,國立臺灣大學,4131029,工商管理學系,學士班(日間),4,9,0,0
106,公立,一般大學,3,國立臺灣大學,4131031,國際企業學系,學士班(日間),0,5,0,0
106,公立,一般大學,3,國立臺灣大學,4131031,國際企業學系,碩士班(日間),1,1,0,0
106,公立,一般大學,3,國立臺灣大學,4131031,國際企業學系,博士班,1,0,0,0
106,公立,一般大學,3,國立臺灣大學,4134022,公共事務研究所,碩士班(日間),0,0,1,0
106,公立,一般大學,3,國立臺灣大學,4211035,法律學系,學士班(日間),14,25,5,5
106,公立,一般大學,3,國立臺灣大學,4211035,法律學系,碩士班(日間),1,3,0,1
106,公立,一般大學,3,國立臺灣大學,4212036,科際整合法律學研究所,碩士班(日間),2,1,0,1
106,公立,一般大學,3,國立臺灣大學,5111038,生命科學系,學士班(日間),4,8,4,1
106,公立,一般大學,3,國立臺灣大學,5111038,生命科學系,碩士班(日間),0,0,1,1
106,公立,一般大學,3,國立臺灣大學,5111038,生命科學系,博士班,0,0,1,0
106,公立,一般大學,3,國立臺灣大學,5111040,植物科學研究所,碩士班(日間),1,0,0,0
106,公立,一般大學,3,國立臺灣大學,5111041,昆蟲學系,學士班(日間),0,1,2,3
106,公立,一般大學,3,國立臺灣大學,5111041,昆蟲學系,碩士班(日間),0,0,1,0
106,公立,一般大學,3,國立臺灣大學,5121044,生物科技研究所,碩士班(日間),0,0,2,0
106,公立,一般大學,3,國立臺灣大學,5121044,生物科技研究所,博士班,0,1,1,0
106,公立,一般大學,3,國立臺灣大學,5121045,生化科學研究所,碩士班(日間),1,0,1,0
106,公立,一般大學,3,國立臺灣大學,5121046,分子與細胞生物學研究所,博士班,0,0,0,1
106,公立,一般大學,3,國立臺灣大學,5121151,生化科技學系,學士班(日間),7,3,0,1
106,公立,一般大學,3,國立臺灣大學,5121151,生化科技學系,碩士班(日間),2,1,1,0
106,公立,一般大學,3,國立臺灣大學,5123050,生物化學暨分子生物學研究所,碩士班(日間),0,0,1,3
106,公立,一般大學,3,國立臺灣大學,5212043,生態學與演化生物學研究所,碩士班(日間),0,0,1,0
106,公立,一般大學,3,國立臺灣大學,5212043,生態學與演化生物學研究所,博士班,1,0,0,0
106,公立,一般大學,3,國立臺灣大學,5311051,化學系,學士班(日間),4,6,5,2
106,公立,一般大學,3,國立臺灣大學,5311051,化學系,碩士班(日間),0,1,0,0
106,公立,一般大學,3,國立臺灣大學,5311051,化學系,博士班,1,0,0,0
106,公立,一般大學,3,國立臺灣大學,5321052,地質科學系,學士班(日間),4,2,6,8
106,公立,一般大學,3,國立臺灣大學,5321052,地質科學系,碩士班(日間),1,0,2,0
106,公立,一般大學,3,國立臺灣大學,5322056,大氣科學系,學士班(日間),0,1,4,1
106,公立,一般大學,3,國立臺灣大學,5322056,大氣科學系,碩士班(日間),0,0,1,0
106,公立,一般大學,3,國立臺灣大學,5331054,物理學系,學士班(日間),4,1,2,0
106,公立,一般大學,3,國立臺灣大學,5331054,物理學系,碩士班(日間),2,0,1,0
106,公立,一般大學,3,國立臺灣大學,5331054,物理學系,博士班,0,0,2,0
106,公立,一般大學,3,國立臺灣大學,5331055,應用物理學研究所,博士班,0,0,1,0
106,公立,一般大學,3,國立臺灣大學,5332058,天文物理研究所,碩士班(日間),0,0,1,0
106,公立,一般大學,3,國立臺灣大學,5332058,天文物理研究所,博士班,1,0,1,0
106,公立,一般大學,3,國立臺灣大學,5411059,數學系,學士班(日間),4,1,4,0
106,公立,一般大學,3,國立臺灣大學,5411059,數學系,碩士班(日間),1,0,0,0
106,公立,一般大學,3,國立臺灣大學,6131062,資訊管理學系,學士班(日間),1,3,5,0
106,公立,一般大學,3,國立臺灣大學,6131062,資訊管理學系,碩士班(日間),1,0,0,1
106,公立,一般大學,3,國立臺灣大學,6131063,資訊網路與多媒體研究所,碩士班(日間),1,0,2,0
106,公立,一般大學,3,國立臺灣大學,6131067,資訊工程學系,學士班(日間),15,3,8,2
106,公立,一般大學,3,國立臺灣大學,6131067,資訊工程學系,碩士班(日間),5,1,0,0
106,公立,一般大學,3,國立臺灣大學,7111076,化學工程學系,學士班(日間),10,5,3,0
106,公立,一般大學,3,國立臺灣大學,7111076,化學工程學系,碩士班(日間),2,1,3,0
106,公立,一般大學,3,國立臺灣大學,7111076,化學工程學系,博士班,1,0,0,0
106,公立,一般大學,3,國立臺灣大學,7111077,高分子科學與工程學研究所,碩士班(日間),0,0,1,0
106,公立,一般大學,3,國立臺灣大學,7112078,材料科學與工程學系,學士班(日間),14,1,3,0
106,公立,一般大學,3,國立臺灣大學,7112078,材料科學與工程學系,碩士班(日間),0,1,0,0
106,公立,一般大學,3,國立臺灣大學,7112078,材料科學與工程學系,博士班,1,0,0,0
106,公立,一般大學,3,國立臺灣大學,7121080,環境工程學研究所,碩士班(日間),3,0,1,1
106,公立,一般大學,3,國立臺灣大學,7141064,電機工程學系,學士班(日間),23,5,15,0
106,公立,一般大學,3,國立臺灣大學,7141064,電機工程學系,碩士班(日間),3,0,2,0
106,公立,一般大學,3,國立臺灣大學,7141065,電子工程學研究所,碩士班(日間),7,0,1,0
106,公立,一般大學,3,國立臺灣大學,7141065,電子工程學研究所,博士班,0,0,1,0
106,公立,一般大學,3,國立臺灣大學,7141066,光電工程學研究所,碩士班(日間),2,1,1,0
106,公立,一般大學,3,國立臺灣大學,7141066,光電工程學研究所,博士班,1,0,0,0
106,公立,一般大學,3,國立臺灣大學,7141068,電信工程學研究所,碩士班(日間),0,0,1,0
106,公立,一般大學,3,國立臺灣大學,7151069,機械工程學系,學士班(日間),23,1,18,0
106,公立,一般大學,3,國立臺灣大學,7151069,機械工程學系,碩士班(日間),2,0,6,0
106,公立,一般大學,3,國立臺灣大學,7151069,機械工程學系,博士班,2,0,0,0
106,公立,一般大學,3,國立臺灣大學,7151072,生物產業機電工程學系,學士班(日間),8,4,2,1
106,公立,一般大學,3,國立臺灣大學,7151072,生物產業機電工程學系,碩士班(日間),1,0,0,0
106,公立,一般大學,3,國立臺灣大學,7151082,工程科學及海洋工程學系,學士班(日間),3,0,3,1
106,公立,一般大學,3,國立臺灣大學,7151082,工程科學及海洋工程學系,碩士班(日間),1,1,2,0
106,公立,一般大學,3,國立臺灣大學,7191079,工業工程學研究所,碩士班(日間),2,1,0,0
106,公立,一般大學,3,國立臺灣大學,7191079,工業工程學研究所,博士班,1,0,0,0
106,公立,一般大學,3,國立臺灣大學,7193081,生醫電子與資訊學研究所,碩士班(日間),0,3,1,1
106,公立,一般大學,3,國立臺灣大學,7193081,生醫電子與資訊學研究所,博士班,1,0,0,0
106,公立,一般大學,3,國立臺灣大學,7194083,醫學工程學研究所,碩士班(日間),2,3,2,2
106,公立,一般大學,3,國立臺灣大學,7211099,食品科技研究所,碩士班(日間),1,2,1,0
106,公立,一般大學,3,國立臺灣大學,7211099,食品科技研究所,博士班,2,1,0,0
106,公立,一般大學,3,國立臺灣大學,7313086,建築與城鄉研究所,碩士班(日間),1,2,2,2
106,公立,一般大學,3,國立臺灣大學,7313086,建築與城鄉研究所,博士班,0,0,1,0
106,公立,一般大學,3,國立臺灣大學,7321074,土木工程學系,學士班(日間),11,5,13,4
106,公立,一般大學,3,國立臺灣大學,7321074,土木工程學系,碩士班(日間),2,2,1,1
106,公立,一般大學,3,國立臺灣大學,7321075,生物環境系統工程學系,學士班(日間),2,3,3,1
106,公立,一般大學,3,國立臺灣大學,7321075,生物環境系統工程學系,碩士班(日間),0,0,2,0
106,公立,一般大學,3,國立臺灣大學,7321075,生物環境系統工程學系,博士班,0,1,0,0
106,公立,一般大學,3,國立臺灣大學,8111087,農藝學系,學士班(日間),7,4,2,1
106,公立,一般大學,3,國立臺灣大學,8111087,農藝學系,碩士班(日間),1,2,1,0
106,公立,一般大學,3,國立臺灣大學,8111087,農藝學系,博士班,1,0,0,0
106,公立,一般大學,3,國立臺灣大學,8112089,動物科學技術學系,學士班(日間),4,3,3,3
106,公立,一般大學,3,國立臺灣大學,8121091,園藝暨景觀學系,學士班(日間),5,4,6,3
106,公立,一般大學,3,國立臺灣大學,8121091,園藝暨景觀學系,碩士班(日間),2,2,4,0
106,公立,一般大學,3,國立臺灣大學,8191100,農業化學系,學士班(日間),5,8,2,0
106,公立,一般大學,3,國立臺灣大學,8191100,農業化學系,碩士班(日間),1,3,0,0
106,公立,一般大學,3,國立臺灣大學,8193096,農業經濟學系,學士班(日間),8,8,2,0
106,公立,一般大學,3,國立臺灣大學,8193098,生物產業傳播暨發展學系,學士班(日間),4,8,1,2
106,公立,一般大學,3,國立臺灣大學,8193098,生物產業傳播暨發展學系,碩士班(日間),2,0,0,2
106,公立,一般大學,3,國立臺灣大學,8193098,生物產業傳播暨發展學系,博士班,1,0,1,0
106,公立,一般大學,3,國立臺灣大學,8194094,植物病理與微生物學系,學士班(日間),2,3,3,2
106,公立,一般大學,3,國立臺灣大學,8194094,植物病理與微生物學系,碩士班(日間),0,1,1,0
106,公立,一般大學,3,國立臺灣大學,8194095,植物醫學碩士學位學程,碩士班(日間),0,0,1,2
106,公立,一般大學,3,國立臺灣大學,8211102,森林環境暨資源學系,學士班(日間),10,8,7,5
