學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),僑生男,僑生女,港澳生男,港澳生女
107,私立,一般大學,1005,淡江大學,2322090,中國文學學系,碩士班(日間),0,0,1,1
107,私立,一般大學,1005,淡江大學,3111075,產業經濟學系,學士班(日間),4,2,10,0
107,私立,一般大學,1005,淡江大學,3111075,產業經濟學系,碩士班(日間),0,0,0,1
107,私立,一般大學,1005,淡江大學,3111076,經濟學系,學士班(日間),4,4,16,1
107,私立,一般大學,1005,淡江大學,3121074,全球政治經濟學系全英語學士班,學士班(日間),2,3,0,0
107,私立,一般大學,1005,淡江大學,3122059,外交與國際關係學系全英語學士班,學士班(日間),2,4,0,6
107,私立,一般大學,1005,淡江大學,3131096,教育心理與諮商研究所,碩士班(日間),0,0,3,1
107,私立,一般大學,1005,淡江大學,3143064,拉丁美洲研究所,碩士班(日間),1,0,0,0
107,私立,一般大學,1005,淡江大學,3143067,中國大陸研究所,碩士班(日間),2,0,0,1
107,私立,一般大學,1005,淡江大學,3143073,日本政經研究所,碩士班(日間),0,0,1,0
107,私立,一般大學,1005,淡江大學,3191057,未來學研究所,碩士班(日間),0,0,0,1
107,私立,一般大學,1005,淡江大學,3211055,大眾傳播學系,學士班(日間),0,14,9,7
107,私立,一般大學,1005,淡江大學,3211055,大眾傳播學系,碩士班(日間),0,0,0,2
107,私立,一般大學,1005,淡江大學,3214054,資訊傳播學系,學士班(日間),6,5,7,6
107,私立,一般大學,1005,淡江大學,3222052,資訊與圖書館學系,學士班(日間),0,1,7,12
107,私立,一般大學,1005,淡江大學,3222052,資訊與圖書館學系,碩士班(日間),0,0,1,0
107,私立,一般大學,1005,淡江大學,4111051,會計學系,學士班(日間),3,1,11,12
107,私立,一般大學,1005,淡江大學,4121035,商管學院全球財務管理全英語學士學位學程,學士班(日間),5,2,2,1
107,私立,一般大學,1005,淡江大學,4121037,財務金融學系,學士班(日間),9,7,15,2
107,私立,一般大學,1005,淡江大學,4121037,財務金融學系,碩士班(日間),0,1,0,0
107,私立,一般大學,1005,淡江大學,4123104,風險管理與保險學系,學士班(日間),0,0,3,0
107,私立,一般大學,1005,淡江大學,4131040,國際企業學系,學士班(日間),34,23,11,12
107,私立,一般大學,1005,淡江大學,4131040,國際企業學系,碩士班(日間),1,1,0,1
107,私立,一般大學,1005,淡江大學,4131047,管理科學學系,學士班(日間),0,0,4,1
107,私立,一般大學,1005,淡江大學,4131047,管理科學學系,博士班,0,1,0,0
107,私立,一般大學,1005,淡江大學,4131049,企業管理學系,學士班(日間),15,13,14,12
107,私立,一般大學,1005,淡江大學,4131049,企業管理學系,碩士班(日間),0,0,0,1
107,私立,一般大學,1005,淡江大學,4134061,公共行政學系,學士班(日間),1,1,6,6
107,私立,一般大學,1005,淡江大學,5311031,化學學系,學士班(日間),0,1,5,2
107,私立,一般大學,1005,淡江大學,5331030,物理學系,學士班(日間),0,0,1,1
107,私立,一般大學,1005,淡江大學,5399029,理學院尖端材料科學學士學位學程,學士班(日間),0,1,0,0
107,私立,一般大學,1005,淡江大學,5411026,數學學系,學士班(日間),0,1,5,0
107,私立,一般大學,1005,淡江大學,5421024,統計學系,學士班(日間),3,0,5,1
107,私立,一般大學,1005,淡江大學,6131018,資訊工程學系,學士班(日間),9,0,31,3
107,私立,一般大學,1005,淡江大學,6131018,資訊工程學系,碩士班(日間),0,0,1,0
107,私立,一般大學,1005,淡江大學,6131023,資訊管理學系,學士班(日間),5,0,15,7
107,私立,一般大學,1005,淡江大學,6132022,資訊創新與科技學系,學士班(日間),3,2,7,0
107,私立,一般大學,1005,淡江大學,7111010,化學工程與材料工程學系,學士班(日間),1,0,3,0
107,私立,一般大學,1005,淡江大學,7122009,水資源及環境工程學系,學士班(日間),0,0,2,1
107,私立,一般大學,1005,淡江大學,7141019,電機工程學系,學士班(日間),0,0,4,0
107,私立,一般大學,1005,淡江大學,7151015,機械與機電工程學系,學士班(日間),1,0,5,0
107,私立,一般大學,1005,淡江大學,7162017,航空太空工程學系,學士班(日間),5,1,9,3
107,私立,一般大學,1005,淡江大學,7162017,航空太空工程學系,碩士班(日間),1,0,0,0
107,私立,一般大學,1005,淡江大學,7311007,建築學系,學士班(日間),4,5,1,1
107,私立,一般大學,1005,淡江大學,7321012,土木工程學系,學士班(日間),2,0,14,4
107,私立,一般大學,1005,淡江大學,7321012,土木工程學系,碩士班(日間),0,0,3,0
107,私立,一般大學,1005,淡江大學,10151005,國際觀光管理學系全英語學士班,學士班(日間),4,7,3,3
107,私立,一般大學,1005,淡江大學,10411002,運輸管理學系,學士班(日間),6,3,6,3
107,私立,一般大學,1005,淡江大學,10411002,運輸管理學系運輸科學碩士班,碩士班(日間),0,0,1,0
107,私立,一般大學,1006,中國文化大學,1111046,教育學系,學士班(日間),0,1,4,9
107,私立,一般大學,1006,中國文化大學,1141023,體育學系,學士班(日間),0,0,19,7
107,私立,一般大學,1006,中國文化大學,1141023,體育學系運動教練碩士班,碩士班(日間),0,0,1,0
107,私立,一般大學,1006,中國文化大學,2131059,美術學系,學士班(日間),2,4,6,19
107,私立,一般大學,1006,中國文化大學,2131059,美術學系,碩士班(日間),0,0,1,1
107,私立,一般大學,1006,中國文化大學,2151007,中國音樂學系,學士班(日間),1,0,0,3
107,私立,一般大學,1006,中國文化大學,2151040,音樂學系,學士班(日間),0,1,7,5
107,私立,一般大學,1006,中國文化大學,2152008,中國戲劇學系,學士班(日間),1,1,0,0
107,私立,一般大學,1006,中國文化大學,2152009,舞蹈學系,學士班(日間),0,3,0,3
107,私立,一般大學,1006,中國文化大學,2152043,戲劇學系,學士班(日間),4,9,8,12
107,私立,一般大學,1006,中國文化大學,2221098,史學系,學士班(日間),0,0,9,3
107,私立,一般大學,1006,中國文化大學,2221098,史學系,碩士班(日間),1,0,0,1
107,私立,一般大學,1006,中國文化大學,2221098,史學系,博士班,0,0,1,0
107,私立,一般大學,1006,中國文化大學,2231081,哲學系,學士班(日間),1,0,12,1
107,私立,一般大學,1006,中國文化大學,2311010,韓國語文學系,學士班(日間),1,11,2,13
107,私立,一般大學,1006,中國文化大學,2311010,韓國語文學系,碩士班(日間),1,1,0,0
107,私立,一般大學,1006,中國文化大學,2311047,俄國語文學系,學士班(日間),0,0,1,1
107,私立,一般大學,1006,中國文化大學,2311052,英國語文學系,學士班(日間),2,5,7,9
107,私立,一般大學,1006,中國文化大學,2311077,日本語文學系,學士班(日間),2,3,10,14
107,私立,一般大學,1006,中國文化大學,2311079,德國語文學系,學士班(日間),0,1,3,1
107,私立,一般大學,1006,中國文化大學,2311089,法國語文學系,學士班(日間),2,1,0,1
107,私立,一般大學,1006,中國文化大學,2322001,中國文學系,學士班(日間),3,3,8,14
107,私立,一般大學,1006,中國文化大學,2322001,中國文學系,碩士班(日間),0,0,0,1
107,私立,一般大學,1006,中國文化大學,3111099,經濟學系,學士班(日間),0,1,3,3
107,私立,一般大學,1006,中國文化大學,3121011,國家發展與中國大陸研究所,碩士班(日間),0,0,1,0
107,私立,一般大學,1006,中國文化大學,3121011,國家發展與中國大陸研究所,博士班,0,0,1,0
107,私立,一般大學,1006,中國文化大學,3121061,政治學系,學士班(日間),1,0,1,2
107,私立,一般大學,1006,中國文化大學,3121061,政治學系,碩士班(日間),0,0,0,1
107,私立,一般大學,1006,中國文化大學,3131004,心理輔導學系,學士班(日間),4,4,6,5
107,私立,一般大學,1006,中國文化大學,3131004,心理輔導學系,碩士班(日間),0,0,2,0
107,私立,一般大學,1006,中國文化大學,3142087,地學研究所,碩士班(日間),0,0,1,0
107,私立,一般大學,1006,中國文化大學,3142088,地理學系,學士班(日間),1,2,5,10
107,私立,一般大學,1006,中國文化大學,3199049,勞工關係學系,學士班(日間),0,0,3,0
107,私立,一般大學,1006,中國文化大學,3211036,大眾傳播學系,學士班(日間),3,11,7,16
107,私立,一般大學,1006,中國文化大學,3211101,資訊傳播學系,學士班(日間),0,3,2,4
107,私立,一般大學,1006,中國文化大學,3212033,新聞學系,學士班(日間),2,9,4,7
107,私立,一般大學,1006,中國文化大學,3212033,新聞學系,碩士班(日間),0,0,0,1
107,私立,一般大學,1006,中國文化大學,4111065,會計學系,學士班(日間),1,1,4,0
107,私立,一般大學,1006,中國文化大學,4121037,財務金融學系,學士班(日間),2,3,5,0
107,私立,一般大學,1006,中國文化大學,4131015,國際企業管理學系,學士班(日間),6,3,8,4
107,私立,一般大學,1006,中國文化大學,4134012,行政管理學系,學士班(日間),0,1,5,1
107,私立,一般大學,1006,中國文化大學,4141041,國際貿易學系,學士班(日間),3,3,3,0
107,私立,一般大學,1006,中國文化大學,4143013,廣告學系,學士班(日間),3,5,8,8
107,私立,一般大學,1006,中國文化大學,4191014,全球商務碩士學位學程,碩士班(日間),1,0,0,0
107,私立,一般大學,1006,中國文化大學,4191014,全球商務學士學位學程,學士班(日間),3,3,1,0
107,私立,一般大學,1006,中國文化大學,4211020,法律學系,學士班(日間),1,0,0,0
107,私立,一般大學,1006,中國文化大學,5111091,生命科學系,學士班(日間),0,0,5,0
107,私立,一般大學,1006,中國文化大學,5191057,保健營養學系,學士班(日間),3,0,1,3
107,私立,一般大學,1006,中國文化大學,5311026,化學系,學士班(日間),0,0,1,0
107,私立,一般大學,1006,中國文化大學,5321112,地質學系,學士班(日間),0,1,4,4
107,私立,一般大學,1006,中國文化大學,5322097,大氣科學系,學士班(日間),0,0,1,0
107,私立,一般大學,1006,中國文化大學,6131021,資訊工程學系,學士班(日間),5,0,3,0
107,私立,一般大學,1006,中國文化大學,6132006,資訊管理學系,學士班(日間),3,0,4,1
107,私立,一般大學,1006,中國文化大學,7112028,化學工程與材料工程學系奈米材料碩士班,碩士班(日間),0,0,1,0
107,私立,一般大學,1006,中國文化大學,7141115,光電物理學系,學士班(日間),0,0,1,0
107,私立,一般大學,1006,中國文化大學,7151107,機械工程學系數位機電碩士班,碩士班(日間),0,0,1,0
107,私立,一般大學,1006,中國文化大學,7311068,建築及都市設計學系,學士班(日間),1,0,1,0
107,私立,一般大學,1006,中國文化大學,7311068,建築及都市設計學系,碩士班(日間),1,0,0,0
107,私立,一般大學,1006,中國文化大學,7312103,景觀學系,學士班(日間),2,0,4,1
107,私立,一般大學,1006,中國文化大學,7313118,都市計劃與開發管理學系,學士班(日間),0,0,4,0
107,私立,一般大學,1006,中國文化大學,8112116,動物科學系,學士班(日間),1,1,4,11
107,私立,一般大學,1006,中國文化大學,8121106,園藝暨生物技術學系,學士班(日間),1,0,1,0
107,私立,一般大學,1006,中國文化大學,8192102,生物科技研究所,碩士班(日間),0,0,1,0
107,私立,一般大學,1006,中國文化大學,8211054,森林暨自然保育學系,學士班(日間),0,0,6,4
107,私立,一般大學,1006,中國文化大學,9299082,社會福利學系,學士班(日間),0,2,4,3
107,私立,一般大學,1006,中國文化大學,10111090,生活應用科學系,學士班(日間),2,2,2,2
107,私立,一般大學,1006,中國文化大學,10141002,技擊運動暨國術學系,學士班(日間),1,0,3,0
107,私立,一般大學,1006,中國文化大學,10142093,運動與健康促進學系,學士班(日間),1,0,9,2
107,私立,一般大學,1006,中國文化大學,10151005,觀光事業學系,學士班(日間),5,12,6,11
107,私立,一般大學,1007,逢甲大學,2122005,創意設計碩士學位學程,碩士班(日間),0,0,1,0
107,私立,一般大學,1007,逢甲大學,2122006,創新設計學士學位學程,學士班(日間),0,0,1,0
107,私立,一般大學,1007,逢甲大學,2311002,外國語文學系,學士班(日間),2,3,9,16
107,私立,一般大學,1007,逢甲大學,2311002,外國語文學系英語文研究碩士班,碩士班(日間),0,0,0,1
107,私立,一般大學,1007,逢甲大學,2322001,中國文學系,學士班(日間),0,1,21,11
107,私立,一般大學,1007,逢甲大學,2322001,中國文學系,碩士班(日間),0,2,1,0
107,私立,一般大學,1007,逢甲大學,3111009,經濟學系,學士班(日間),2,0,12,0
107,私立,一般大學,1007,逢甲大學,3111012,合作經濟暨社會事業經營學系,碩士班(日間),1,0,1,0
107,私立,一般大學,1007,逢甲大學,4111017,會計學系,學士班(日間),2,1,14,9
107,私立,一般大學,1007,逢甲大學,4111017,會計學系,碩士班(日間),0,0,1,0
107,私立,一般大學,1007,逢甲大學,4121025,財務金融學系,學士班(日間),11,3,8,4
107,私立,一般大學,1007,逢甲大學,4121025,財務金融學系,碩士班(日間),1,0,0,0
107,私立,一般大學,1007,逢甲大學,4121028,財務工程與精算學士學位學程,學士班(日間),2,1,0,1
107,私立,一般大學,1007,逢甲大學,4123029,風險管理與保險學系,學士班(日間),0,0,2,0
107,私立,一般大學,1007,逢甲大學,4123029,風險管理與保險學系,碩士班(日間),0,0,1,0
107,私立,一般大學,1007,逢甲大學,4131019,企業管理學系,學士班(日間),19,10,40,15
107,私立,一般大學,1007,逢甲大學,4131019,企業管理學系,碩士班(日間),3,2,2,3
107,私立,一般大學,1007,逢甲大學,4131021,國際企業管理學士學位學程(英語專班),學士班(日間),4,3,3,6
107,私立,一般大學,1007,逢甲大學,4134086,土地管理學系,學士班(日間),0,0,2,0
107,私立,一般大學,1007,逢甲大學,4141024,國際經營與貿易學系,學士班(日間),17,12,19,12
107,私立,一般大學,1007,逢甲大學,4141024,國際經營與貿易學系,碩士班(日間),0,2,0,0
107,私立,一般大學,1007,逢甲大學,4143033,行銷學系,學士班(日間),5,5,17,11
107,私立,一般大學,1007,逢甲大學,4199035,澳洲墨爾本皇家理工大學商學與創新雙學士學位學程,學士班(日間),1,1,2,1
107,私立,一般大學,1007,逢甲大學,4199092,美國聖荷西州立大學商學大數據分析雙學士學位學程,學士班(日間),0,0,1,1
107,私立,一般大學,1007,逢甲大學,5411039,應用數學系,學士班(日間),1,0,3,2
107,私立,一般大學,1007,逢甲大學,5421040,統計學系,學士班(日間),2,0,2,0
107,私立,一般大學,1007,逢甲大學,5421040,統計學系統計與精算碩士班,碩士班(日間),0,0,1,0
107,私立,一般大學,1007,逢甲大學,6131048,資訊工程學系,學士班(日間),19,2,46,6
107,私立,一般大學,1007,逢甲大學,6131048,資訊工程學系,碩士班(日間),2,1,0,0
107,私立,一般大學,1007,逢甲大學,7111068,化學工程學系,學士班(日間),2,0,5,1
107,私立,一般大學,1007,逢甲大學,7112069,材料科學與工程學系,碩士班(日間),0,0,1,0
107,私立,一般大學,1007,逢甲大學,7121075,環境工程與科學學系,學士班(日間),0,1,10,1
107,私立,一般大學,1007,逢甲大學,7122077,水利工程與資源保育學系,學士班(日間),0,0,1,0
107,私立,一般大學,1007,逢甲大學,7141044,電機工程學系,學士班(日間),0,0,6,0
107,私立,一般大學,1007,逢甲大學,7141046,電子工程學系,學士班(日間),1,0,8,0
107,私立,一般大學,1007,逢甲大學,7141046,電子工程學系,碩士班(日間),0,0,2,0
107,私立,一般大學,1007,逢甲大學,7141050,通訊工程學系,學士班(日間),0,1,1,1
107,私立,一般大學,1007,逢甲大學,7141056,資訊電機學院不分系榮譽班,學士班(日間),1,0,0,0
107,私立,一般大學,1007,逢甲大學,7141095,美國普渡大學電機資訊雙學士學位學程,學士班(日間),0,0,2,0
107,私立,一般大學,1007,逢甲大學,7151061,機械與電腦輔助工程學系,學士班(日間),9,0,7,0
107,私立,一般大學,1007,逢甲大學,7162059,航太與系統工程學系,學士班(日間),2,0,19,1
107,私立,一般大學,1007,逢甲大學,7191072,工業工程與系統管理學系,學士班(日間),1,1,1,0
107,私立,一般大學,1007,逢甲大學,7192074,纖維與複合材料學系,學士班(日間),1,0,0,0
107,私立,一般大學,1007,逢甲大學,7311081,建築碩士學位學程,碩士班(日間),0,1,1,0
107,私立,一般大學,1007,逢甲大學,7311081,建築學士學位學程,學士班(日間),2,1,5,1
107,私立,一般大學,1007,逢甲大學,7311083,建築專業學院學士班,學士班(日間),4,3,13,5
107,私立,一般大學,1007,逢甲大學,7313087,都市計畫與空間資訊學系,學士班(日間),1,0,13,1
107,私立,一般大學,1007,逢甲大學,7321063,土木工程學系,學士班(日間),2,0,13,0
107,私立,一般大學,1007,逢甲大學,7321063,土木工程學系,碩士班(日間),0,0,1,0
107,私立,一般大學,1007,逢甲大學,10411093,運輸與物流學系,學士班(日間),11,2,8,0
107,私立,一般大學,1007,逢甲大學,99999094,全校國際生大一不分系學士班,學士班(日間),0,2,0,0
107,私立,一般大學,1008,靜宜大學,2311004,英國語文學系,學士班(日間),0,1,2,4
107,私立,一般大學,1008,靜宜大學,2311005,西班牙語文學系,學士班(日間),0,0,1,5
107,私立,一般大學,1008,靜宜大學,2311006,日本語文學系,學士班(日間),0,1,11,14
107,私立,一般大學,1008,靜宜大學,2311006,日本語文學系,碩士班(日間),0,0,0,1
107,私立,一般大學,1008,靜宜大學,2311007,寰宇外語教育學士學位學程,學士班(日間),1,3,0,1
107,私立,一般大學,1008,靜宜大學,2321002,台灣文學系,學士班(日間),0,0,1,0
107,私立,一般大學,1008,靜宜大學,2322003,中國文學系,學士班(日間),0,0,4,3
107,私立,一般大學,1008,靜宜大學,3211008,大眾傳播學系,學士班(日間),3,11,6,9
107,私立,一般大學,1008,靜宜大學,4111011,會計學系,學士班(日間),0,0,5,1
107,私立,一般大學,1008,靜宜大學,4111011,會計學系,碩士班(日間),0,0,1,0
107,私立,一般大學,1008,靜宜大學,4121019,財務金融學系,學士班(日間),2,1,0,0
107,私立,一般大學,1008,靜宜大學,4131012,企業管理學系,學士班(日間),4,2,5,1
107,私立,一般大學,1008,靜宜大學,4131015,國際企業學系,學士班(日間),1,2,3,1
107,私立,一般大學,1008,靜宜大學,4191010,寰宇管理學士學位學程,學士班(日間),0,1,1,1
107,私立,一般大學,1008,靜宜大學,5191031,食品營養學系,學士班(日間),1,1,5,2
107,私立,一般大學,1008,靜宜大學,5191031,食品營養學系,碩士班(日間),0,2,0,0
107,私立,一般大學,1008,靜宜大學,5212021,生態人文學系,學士班(日間),0,0,2,0
107,私立,一般大學,1008,靜宜大學,5311023,應用化學系,學士班(日間),0,0,2,1
107,私立,一般大學,1008,靜宜大學,5499036,財務工程學系,學士班(日間),1,0,1,0
107,私立,一般大學,1008,靜宜大學,5499036,財務工程學系,碩士班(日間),0,1,0,0
107,私立,一般大學,1008,靜宜大學,6131027,資訊管理學系,學士班(日間),0,0,1,0
107,私立,一般大學,1008,靜宜大學,6132009,資訊傳播工程學系,學士班(日間),1,0,0,0
107,私立,一般大學,1008,靜宜大學,7141030,資訊工程學系,學士班(日間),0,0,1,0
107,私立,一般大學,1008,靜宜大學,9161035,化粧品科學系,學士班(日間),0,4,0,7
107,私立,一般大學,1008,靜宜大學,9231032,社會工作與兒童少年福利學系,學士班(日間),0,2,11,11
107,私立,一般大學,1008,靜宜大學,10151034,觀光事業學系,學士班(日間),3,8,4,16
107,私立,一般大學,1008,靜宜大學,10151034,觀光事業學系,碩士班(日間),0,1,0,1
107,私立,一般大學,1009,長庚大學,2122001,工業設計學系,學士班(日間),0,0,0,1
107,私立,一般大學,1009,長庚大學,4131005,工商管理學系,學士班(日間),1,1,1,0
107,私立,一般大學,1009,長庚大學,4133007,醫務管理學系,學士班(日間),2,1,1,2
107,私立,一般大學,1009,長庚大學,5123012,生物醫學系,學士班(日間),0,3,2,1
107,私立,一般大學,1009,長庚大學,5123012,生物醫學研究所,碩士班(日間),1,0,0,0
107,私立,一般大學,1009,長庚大學,5123012,生物醫學研究所,博士班,0,1,0,0
107,私立,一般大學,1009,長庚大學,6131013,資訊管理學系,學士班(日間),0,0,1,0
107,私立,一般大學,1009,長庚大學,6131013,資訊管理學系,碩士班(日間),0,0,1,0
107,私立,一般大學,1009,長庚大學,6131018,資訊工程學系,學士班(日間),0,0,3,1
107,私立,一般大學,1009,長庚大學,7111025,化工與材料工程學系,學士班(日間),2,0,0,0
107,私立,一般大學,1009,長庚大學,7141014,電機工程學系,博士班,1,0,0,0
107,私立,一般大學,1009,長庚大學,7141016,電子工程學系,學士班(日間),2,0,3,0
107,私立,一般大學,1009,長庚大學,7151022,機械工程學系,學士班(日間),0,0,3,0
107,私立,一般大學,1009,長庚大學,9121028,醫學系,學士班(日間),16,21,5,3
107,私立,一般大學,1009,長庚大學,9121029,臨床醫學研究所,博士班,1,2,0,0
107,私立,一般大學,1009,長庚大學,9131040,學士後護理學系,學士班(日間),0,0,0,1
107,私立,一般大學,1009,長庚大學,9131040,護理學系,學士班(日間),0,8,2,4
107,私立,一般大學,1009,長庚大學,9141046,醫學生物技術暨檢驗學系,學士班(日間),2,5,3,9
107,私立,一般大學,1009,長庚大學,9141048,醫學影像暨放射科學系,學士班(日間),1,3,1,5
107,私立,一般大學,1009,長庚大學,9151037,物理治療學系,學士班(日間),1,1,5,2
107,私立,一般大學,1009,長庚大學,9152038,職能治療學系,學士班(日間),0,3,0,3
107,私立,一般大學,1009,長庚大學,9171031,中醫學系,學士班(日間),2,3,4,3
107,私立,一般大學,1009,長庚大學,9199042,呼吸治療學系,學士班(日間),0,1,3,2
107,私立,一般大學,1010,元智大學,2191001,藝術與設計學系,學士班(日間),0,3,3,9
107,私立,一般大學,1010,元智大學,2311007,應用外語學系,學士班(日間),0,1,5,9
107,私立,一般大學,1010,元智大學,2322004,中國語文學系,學士班(日間),0,0,8,1
107,私立,一般大學,1010,元智大學,2322004,中國語文學系,碩士班(日間),0,1,0,0
107,私立,一般大學,1010,元智大學,3141009,社會暨政策科學學系,學士班(日間),0,0,14,7
107,私立,一般大學,1010,元智大學,3141009,社會暨政策科學學系,碩士班(日間),0,0,1,1
107,私立,一般大學,1010,元智大學,4121014,管理學院財務金融暨會計碩士班,碩士班(日間),0,0,0,1
107,私立,一般大學,1010,元智大學,4131019,管理學院經營管理碩士班,碩士班(日間),1,1,0,0
107,私立,一般大學,1010,元智大學,4199018,管理學院,學士班(日間),11,5,28,11
107,私立,一般大學,1010,元智大學,5121025,生物科技與工程研究所,碩士班(日間),0,0,1,0
107,私立,一般大學,1010,元智大學,6131011,資訊管理學系,學士班(日間),2,0,8,0
107,私立,一般大學,1010,元智大學,6131028,資訊工程學系,學士班(日間),0,0,10,2
107,私立,一般大學,1010,元智大學,6133013,資訊傳播學系,學士班(日間),1,1,12,12
107,私立,一般大學,1010,元智大學,7111041,化學工程與材料科學學系,學士班(日間),0,0,0,1
107,私立,一般大學,1010,元智大學,7141033,電機工程學系,學士班(日間),0,0,3,0
107,私立,一般大學,1010,元智大學,7141033,電機工程學系,碩士班(日間),0,0,1,0
107,私立,一般大學,1010,元智大學,7151037,機械工程學系,學士班(日間),1,0,5,0
107,私立,一般大學,1010,元智大學,7151037,機械工程學系,碩士班(日間),0,0,2,0
107,私立,一般大學,1010,元智大學,7191043,工業工程與管理學系,學士班(日間),0,0,1,0
107,私立,一般大學,1011,中華大學,2123004,工業產品設計學系,學士班(日間),0,0,1,0
107,私立,一般大學,1011,中華大學,2311001,外國語文學系,學士班(日間),0,1,0,0
107,私立,一般大學,1011,中華大學,2311002,應用日語學系,學士班(日間),0,0,0,1
107,私立,一般大學,1011,中華大學,4131007,企業管理學系,學士班(日間),0,0,1,0
107,私立,一般大學,1011,中華大學,4131009,國際企業學系,學士班(日間),1,0,0,0
107,私立,一般大學,1011,中華大學,6131021,資訊管理學系,學士班(日間),1,0,0,0
107,私立,一般大學,1011,中華大學,6131025,資訊工程學系,學士班(日間),2,0,1,0
107,私立,一般大學,1011,中華大學,7311038,建築與都市計畫學系,學士班(日間),0,0,1,0
107,私立,一般大學,1011,中華大學,7321032,土木工程學系,學士班(日間),0,0,1,0
107,私立,一般大學,1011,中華大學,10131041,餐旅管理學系,學士班(日間),4,3,2,3
107,私立,一般大學,1011,中華大學,10151044,觀光與會展學系,學士班(日間),0,1,3,0
107,私立,一般大學,1012,大葉大學,2112011,視覺傳達設計學系,學士班(日間),1,2,9,10
107,私立,一般大學,1012,大葉大學,2112037,多媒體數位內容學位學程,學士班(日間),0,2,13,7
107,私立,一般大學,1012,大葉大學,2121002,造形藝術學系,學士班(日間),0,2,9,26
107,私立,一般大學,1012,大葉大學,2121002,造形藝術學系,碩士班(日間),0,0,1,0
107,私立,一般大學,1012,大葉大學,2123012,工業設計學系,學士班(日間),1,0,4,2
107,私立,一般大學,1012,大葉大學,2124014,空間設計學系,學士班(日間),0,2,7,10
107,私立,一般大學,1012,大葉大學,2311004,英語學系,學士班(日間),0,1,1,4
107,私立,一般大學,1012,大葉大學,2311006,應用日語學系,學士班(日間),1,0,8,8
107,私立,一般大學,1012,大葉大學,2311008,文創產業國際人才學士學位學程,學士班(日間),0,0,0,1
107,私立,一般大學,1012,大葉大學,2311016,歐洲文化與旅遊學士學位學程,學士班(日間),1,2,4,3
107,私立,一般大學,1012,大葉大學,3211018,傳播藝術學士學位學程,學士班(日間),1,0,12,7
107,私立,一般大學,1012,大葉大學,4121025,財務金融學系,學士班(日間),0,0,8,1
107,私立,一般大學,1012,大葉大學,4131021,企業管理學系,學士班(日間),0,0,2,1
107,私立,一般大學,1012,大葉大學,4131024,國際企業管理學系,學士班(日間),0,0,5,2
107,私立,一般大學,1012,大葉大學,4142028,人力資源暨公共關係學系,學士班(日間),0,1,2,2
107,私立,一般大學,1012,大葉大學,5121033,生物資源學系,學士班(日間),0,0,4,0
107,私立,一般大學,1012,大葉大學,5121034,分子生物科技學系,學士班(日間),0,0,4,0
107,私立,一般大學,1012,大葉大學,6131036,資訊管理學系,學士班(日間),0,0,8,1
107,私立,一般大學,1012,大葉大學,6131039,資訊工程學系,學士班(日間),0,0,3,0
107,私立,一般大學,1012,大葉大學,7121054,環境工程學系,學士班(日間),0,0,2,0
107,私立,一般大學,1012,大葉大學,7141038,電機工程學系,學士班(日間),0,0,2,0
107,私立,一般大學,1012,大葉大學,7151046,機械與自動化工程學系,學士班(日間),0,0,2,0
107,私立,一般大學,1012,大葉大學,9131065,護理學系,學士班(日間),0,0,4,6
107,私立,一般大學,1012,大葉大學,9141066,視光學系,學士班(日間),0,0,1,0
107,私立,一般大學,1012,大葉大學,9161064,藥用植物與保健學系,學士班(日間),0,0,4,1
107,私立,一般大學,1012,大葉大學,10131067,餐旅管理學系,學士班(日間),0,0,8,11
107,私立,一般大學,1012,大葉大學,10151069,觀光旅遊學系,學士班(日間),0,0,5,3
107,私立,一般大學,1012,大葉大學,10152070,休閒事業管理學系,學士班(日間),0,0,7,0
107,私立,一般大學,1012,大葉大學,10152072,運動健康管理學系,學士班(日間),0,0,16,2
107,私立,一般大學,1012,大葉大學,10199074,烘焙暨飲料調製學士學位學程,學士班(日間),2,1,9,15
107,私立,一般大學,1012,大葉大學,10199075,婚禮企劃暨節慶管理學士學位學程,學士班(日間),0,2,0,6
107,私立,一般大學,1012,大葉大學,10321076,消防安全學士學位學程,學士班(日間),1,0,0,0
107,私立,一般大學,1013,華梵大學,2123008,工業設計學系,學士班(日間),2,0,2,3
107,私立,一般大學,1013,華梵大學,2131002,美術與文創學系,學士班(日間),0,1,7,13
107,私立,一般大學,1013,華梵大學,2211005,佛教學系,學士班(日間),0,0,0,2
107,私立,一般大學,1013,華梵大學,2299009,東方人文思想研究所,碩士班(日間),1,0,0,0
107,私立,一般大學,1013,華梵大學,2322003,中國文學系,學士班(日間),0,1,1,0
107,私立,一般大學,1013,華梵大學,6131011,資訊管理學系,學士班(日間),0,0,1,0
107,私立,一般大學,1013,華梵大學,7151014,機電工程學系,學士班(日間),0,0,4,0
107,私立,一般大學,1013,華梵大學,7311016,建築學系,學士班(日間),0,0,3,2
107,私立,一般大學,1013,華梵大學,7312019,景觀與環境設計學系,學士班(日間),0,0,2,0
107,私立,一般大學,1014,義守大學,2111001,電影與電視學系,學士班(日間),9,6,24,12
107,私立,一般大學,1014,義守大學,2112005,數位多媒體設計學系,學士班(日間),0,1,8,5
107,私立,一般大學,1014,義守大學,2123006,創意商品設計學系,學士班(日間),0,1,1,4
